market_type,team,group,odds_decimal,bookmaker,source_url,collected_at,notes
winner,Colombia,,51,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Belgium,,61,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Switzerland,,81,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Uruguay,,101,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Croatia,,101,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Senegal,,126,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Austria,,130,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Ivory Coast,,150,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Australia,,160,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Canada,,160,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Sweden,,201,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Egypt,,251,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Ecuador,,251,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Scotland,,260,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,South Korea,,301,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Paraguay,,301,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
winner,Bosnia and Herzegovina,,501,Oddschecker_best,https://www.oddschecker.com/br/futebol/internacional/copa-do-mundo-fifa/copa-do-mundo/vencedor?utm_source=oddschecker&utm_medium=referral&utm_campaign=uksite,2026-06-22T00:55:00Z,manual seed from logged Oddschecker winner market
